filename,lat,long
01749066.jpg,-0.0011676,-0.0002496
01749077.jpg,-0.0011595,-0.0002895
01749088.jpg,-0.0011208,-0.0003417
01749099.jpg,-0.0010614,-0.0003654
01749110.jpg,-0.0009988,-0.0003834
01749121.jpg,-0.0009361,-0.0003984
01749132.jpg,-0.0008715,-0.0004029
01749143.jpg,-0.0008066,-0.0004042
01749154.jpg,-0.0007422,-0.0004049
01749165.jpg,-0.0006773,-0.0004051
01749176.jpg,-0.0006123,-0.0004053
01749187.jpg,-0.0005488,-0.0004055
01749198.jpg,-0.0004944,-0.0004056
01749209.jpg,-0.0004927,-0.0004056
01749220.jpg,-0.0004927,-0.0004056
01749231.jpg,-0.0004927,-0.0004056
01749242.jpg,-0.0004927,-0.0004056
01749253.jpg,-0.0004924,-0.0004056
01749264.jpg,-0.0004716,-0.0004000
01749275.jpg,-0.0004188,-0.0003821
01749286.jpg,-0.0003551,-0.0003717
01749297.jpg,-0.0002946,-0.0003426
01749308.jpg,-0.0002628,-0.0002872
01749319.jpg,-0.0002550,-0.0002224
01749330.jpg,-0.0002537,-0.0001573
01749341.jpg,-0.0002532,-0.0000929
01749352.jpg,-0.0002532,-0.0000276
01749363.jpg,-0.0002533,0.0000368
01749374.jpg,-0.0002535,0.0001020
01749385.jpg,-0.0002536,0.0001667
01749396.jpg,-0.0002538,0.0002315
01749407.jpg,-0.0002540,0.0002966
01749418.jpg,-0.0002542,0.0003505
01749429.jpg,-0.0002543,0.0004163
01749440.jpg,-0.0002545,0.0004805
01749451.jpg,-0.0002547,0.0005458
01749462.jpg,-0.0002549,0.0006058
01749473.jpg,-0.0002549,0.0006062
01749484.jpg,-0.0002549,0.0006062
01749495.jpg,-0.0002549,0.0006062
01749506.jpg,-0.0002549,0.0006062
01749517.jpg,-0.0002549,0.0006062
01749528.jpg,-0.0002549,0.0006062
01749539.jpg,-0.0002549,0.0006062
01749550.jpg,-0.0002549,0.0006062
01749561.jpg,-0.0002549,0.0006062
01749572.jpg,-0.0002549,0.0006062
01749583.jpg,-0.0002549,0.0006062
01749594.jpg,-0.0002549,0.0006062
01749605.jpg,-0.0002549,0.0006062
01749616.jpg,-0.0002549,0.0006062
01749627.jpg,-0.0002549,0.0006062
01749638.jpg,-0.0002549,0.0006062
01749649.jpg,-0.0002549,0.0006062
01749660.jpg,-0.0002549,0.0006062
01749671.jpg,-0.0002549,0.0006062
01749682.jpg,-0.0002549,0.0006062
01749693.jpg,-0.0002549,0.0006062
01749704.jpg,-0.0002549,0.0006062
01749715.jpg,-0.0002549,0.0006162
01749726.jpg,-0.0002550,0.0006609
01749737.jpg,-0.0002552,0.0007289
01749748.jpg,-0.0002598,0.0007962
01749759.jpg,-0.0002823,0.0008593
01749770.jpg,-0.0003290,0.0009047
01749781.jpg,-0.0003930,0.0009186
01749792.jpg,-0.0004571,0.0009224
01749803.jpg,-0.0005221,0.0009210
01749814.jpg,-0.0005871,0.0009202
01749825.jpg,-0.0006519,0.0009197
01749836.jpg,-0.0007166,0.0009181
01749847.jpg,-0.0007397,0.0009154
01749858.jpg,-0.0007550,0.0009104
01749869.jpg,-0.0008038,0.0008979
01749880.jpg,-0.0008686,0.0008854
01749891.jpg,-0.0009310,0.0008701
01749902.jpg,-0.0009912,0.0008469
01749913.jpg,-0.0010468,0.0008141
01749924.jpg,-0.0010945,0.0007710
01749935.jpg,-0.0011340,0.0007207
01749946.jpg,-0.0011520,0.0006877
01749957.jpg,-0.0011662,0.0006348
01749968.jpg,-0.0011718,0.0005688
01749979.jpg,-0.0011730,0.0005038
01749990.jpg,-0.0011739,0.0004489
01750001.jpg,-0.0011734,0.0004200
01750012.jpg,-0.0011730,0.0003599
01750023.jpg,-0.0011727,0.0002955
01750034.jpg,-0.0011723,0.0002303
